 313.65 1480.74  76.06262 -68.89903
 595.19 1981.20  76.01394 -68.93669
 592.39 1633.29  76.00877 -68.91160
 941.48 1577.02  75.93805 -68.90951
  95.00 1210.25  76.10207 -68.87819
  64.14  912.12  76.10376 -68.85676
 342.13 1103.29  76.05093 -68.87185
 481.44  930.41  76.02025 -68.86023
 250.79  436.26  76.05867 -68.82323
 374.38  649.29  76.03749 -68.83928
 617.21  641.36  75.98878 -68.84009
 617.52  457.07  75.98587 -68.82676
 219.86  143.18  76.06061 -68.80192
 654.87  160.40  75.97377 -68.80550
 948.57  248.73  75.91652 -68.81352
 956.84  106.94  75.91263 -68.80332
1681.58  351.69  75.77144 -68.82488
1587.69  129.53  75.78774 -68.80842
1959.86   84.82  75.71206 -68.80701
1081.86  665.55  75.89619 -68.84432
1187.59  769.64  75.87636 -68.85249
1812.82  649.04  75.74984 -68.84705
2002.83  447.75  75.70887 -68.83354
 940.82 1025.64  75.93001 -68.86960
 968.48 1299.07  75.92845 -68.88952
1334.51 1188.68  75.85355 -68.88355
1674.48 1081.34  75.78399 -68.87755
1405.78 1477.77  75.84368 -68.90477
1395.84 1766.48  75.84994 -68.92562
1767.41 1620.81  75.77325 -68.91707
2021.93 1839.1   75.72537 -68.93420
