 372.68 1769.79  85.58133 -68.73823
 587.44 1558.69  85.53532 -68.72423
 821.89 1749.87  85.49147 -68.73937
 435.58  837.92  85.55441 -68.67131
 551.70 1189.75  85.53677 -68.69739
 964.19 1026.46  85.45220 -68.68782
209.69  226.11   85.58974 -68.62579
 286.02  485.14  85.57866 -68.64493
 700.01  577.67  85.49764 -68.65402
 788.62  172.74  85.47413 -68.62519
1004.72  380.46  85.43447 -68.64132
1162.04  695.48  85.40792 -68.66490
1573.84  310.59  85.32076 -68.63929
1668.40  991.66  85.31229 -68.68902
1884.98  571.05  85.26288 -68.65981
1933.13  209.90  85.24817 -68.63399
1512.86 1464.55  85.34986 -68.72242



