 230.09 1293.77  75.90993 -66.24714
 439.17 1532.58  75.87573 -66.26552
 208.53 1836.92  75.92150 -66.28626
 622.40 1800.98  75.84664 -66.28594
 667.92  290.03  75.81762 -66.17711
 345.06  588.73  75.87862 -66.19665
 511.96  894.58  75.85372 -66.21985
 989.81  164.24  75.75837 -66.16974
1277.70   72.84  75.70577 -66.16468
1588.77  163.12  75.65146 -66.17284
1166.58  552.14  75.73197 -66.19865
1266.30  806.92  75.71756 -66.21760
1720.63  603.72  75.63376 -66.20536
 913.38 1017.62  75.78323 -66.23066
1374.17 1022.55  75.70127 -66.23378
1821.24  858.43  75.61894 -66.22430
1793.10 1932.77  75.63841 -66.30173
1105.46 1361.41  75.75405 -66.25689
1375.70 1434.82  75.70649 -66.26356
1919.49 1621.09  75.61151 -66.27989
