 374.02 1534.26 74.54070 -65.73810
 498.34 1869.94 74.52316 -65.76303
1000.87 1954.97 74.43610 -65.77194
 908.86 1589.30 74.44737 -65.74505
 166.43  949.27 74.56928 -65.69473
 486.55  829.13 74.51133 -65.68780
 925.12 1080.73 74.43763 -65.70847
 208.20   89.92 74.55014 -65.63289
 526.71  381.05 74.49830 -65.65561
 833.66  238.47 74.44253 -65.64698
1168.16    9.61 74.38094 -65.63226
1113.24  486.93 74.39680 -65.66651
1429.14  874.08 74.34658 -65.69616
1499.50  209.52 74.32565 -65.64852
2022.22   59.76 74.23223 -65.64046
1937.13  929.68 74.25826 -65.70287
1676.28 1483.29 74.31122 -65.74148
1972.10 1358.26 74.25777 -65.73402
