 154.70 1903.40 74.63257 -70.00712
 648.12 1739.77 74.52575 -69.99820
 826.37 1301.39 74.48096 -69.96749
 243.23  609.48 74.59237 -69.91425
 227.50 1050.73 74.60277 -69.94603
 504.50 1079.50 74.54506 -69.94964
 792.01  766.01 74.47932 -69.92860
  84.41  275.56 74.62000 -69.88919
 340.82  398.93 74.56815 -69.89958
 545.80   37.96 74.51892 -69.87456
1137.17  438.88 74.40158 -69.90684
1508.50  729.35 74.32812 -69.92982
1885.11  722.58 74.24868 -69.93134
1597.21  228.71 74.30157 -69.89416
1036.73  865.78 74.42956 -69.93712
1257.39 1163.53 74.38783 -69.95987
1505.90 1427.52 74.33969 -69.98027
1826.48 1457.46 74.27282 -69.98415
1351.78 1770.86 74.37768 -70.00425
1926.80 1718.01 74.25540 -70.00348
