304.84 1628.56   85.09335000 -67.86743700 
324.40 1911.66   85.09374500 -67.88805000 
556.55 1836.05   85.04820600 -67.88407000 
865.88 1769.32   84.98790600 -67.88102000 
142.69  941.43  85.11452000 -67.81736700 
319.81 1271.91   85.08523900 -67.84203400 
557.32 1364.51   85.04108400 -67.84995600 
783.47 1477.89   84.99906700 -67.85933700 
893.60 1142.29   84.97372500 -67.83575300 
  31.99  577.30 85.12950900 -67.79031700 
 272.01  304.68  85.08015300 -67.77163700 
 515.91  707.60  85.03890900 -67.80252500 
 818.79  543.15 84.97927500 -67.79228100 
 938.27  284.41  84.95221700 -67.77403100
 887.07   30.13  84.95831700 -67.75539800
1156.81  767.18  84.91777300 -67.81004500 
1685.07  735.29   84.81627800 -67.81054500 
2034.12  690.67   84.74887800 -67.80929800 
1309.48  344.92   84.88243100 -67.78059200 
1803.17  357.28   84.78798700 -67.78372800 
1633.83   74.95 84.81672800 -67.76275600 
1780.24 1940.51  84.81548400 -67.89818900 
1391.00 1728.34   84.88653700 -67.88098400 
1998.45 1660.27  84.76906200 -67.87909800 
1193.63 1508.70  84.92120600 -67.86394200 
1337.26 1269.11   84.88998400 -67.84745000 
1201.05 1000.06   84.91257500 -67.82710600 
1663.85 1353.78   84.82888100 -67.85517500 
1687.65 1044.70  84.81974500 -67.83304500 
