 137.08 1320.22  86.41611 -68.39948
 115.49 1723.12  86.42649 -68.42841
 560.09 1946.14  86.34269 -68.44698
 669.13 1518.63  86.31495 -68.41681
 117.87  720.66  86.41073 -68.35606
 555.63 1128.56  86.33132 -68.38802
 591.81  677.39  86.31735 -68.35572
 146.09  111.06  86.39565 -68.31243
 658.95  200.67  86.29712 -68.32173
1018.10  225.49  86.22729 -68.32552
1173.13  503.84  86.20123 -68.34640
1547.07  416.76  86.12700 -68.34213
1545.22  175.59  86.12378 -68.32476
1700.71  622.30  86.10071 -68.35726
1021.79 1010.59  86.23827 -68.38211
1228.87 1218.13  86.20081 -68.39822
1287.64  945.64  86.18522 -68.37887
1581.32 1081.55  86.12970 -68.39024
 999.87 1905.51  86.25582 -68.44649
1442.32 1885.21  86.16864 -68.44744
1738.05 1743.23  86.10860 -68.43874
1352.12 1651.03  86.18302 -68.43004
1651.86 1379.29  86.12018 -68.41209
1975.32 1269.47  86.05528 -68.40587
